"","Location","SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","LeaseContractLength","PurchaseOption","OfferingClass","Product.Family","serviceCode","Location.Type","Instance.Type","Current.Generation","Instance.Family","vCPU","Memory","Network.Performance","Cache.Engine","Storage.Media","Group","Group.Description","usageType","operation","Region","Endpoint","Protocol"
"1","Asia Pacific (Mumbai)","H2T225SWPBPB2XNB","YTVHEVGPBZ","H2T225SWPBPB2XNB.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.t2.medium instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.045561,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.medium","Yes","Standard",2,"3.22 GiB","Low to Moderate","Redis","","","","APS3-NodeUsage:cache.t2.medium","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"2","Asia Pacific (Mumbai)","Z4AXR5NW9A6CEEA9","YTVHEVGPBZ","Z4AXR5NW9A6CEEA9.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.r3.2xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.394325,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.2xlarge","Yes","Memory optimized",8,"58.2 GiB","High","Redis","","","","APS3-NodeUsage:cache.r3.2xlarge","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"3","Asia Pacific (Mumbai)","ERPBKDFT6AHAWCJ2","YTVHEVGPBZ","ERPBKDFT6AHAWCJ2.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.r3.xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.196512,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.xlarge","Yes","Memory optimized",4,"28.4 GiB","Moderate","Redis","","","","APS3-NodeUsage:cache.r3.xlarge","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"4","Asia Pacific (Mumbai)","VQVRYK37UGVYBUZ3","YTVHEVGPBZ","VQVRYK37UGVYBUZ3.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",1771,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.2xlarge","Yes","Standard",8,"29.7 GiB","High","Redis","","","","APS3-NodeUsage:cache.m4.2xlarge","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"5","Asia Pacific (Mumbai)","ERPBKDFT6AHAWCJ2","YTVHEVGPBZ","ERPBKDFT6AHAWCJ2.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",1080,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.xlarge","Yes","Memory optimized",4,"28.4 GiB","Moderate","Redis","","","","APS3-NodeUsage:cache.r3.xlarge","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"6","Asia Pacific (Mumbai)","Z9W4SB7S483R72KG","YTVHEVGPBZ","Z9W4SB7S483R72KG.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.10xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",1.617,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.10xlarge","Yes","Standard",40,"154.64 GiB","10 Gigabit","Memcached","","","","APS3-NodeUsage:cache.m4.10xlarge","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"7","Asia Pacific (Mumbai)","JWZ8YDWGV4RVC7KU","YTVHEVGPBZ","JWZ8YDWGV4RVC7KU.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-07-31",NA,NA,"Quantity",442,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.large","Yes","Standard",2,"6.42 GiB","Moderate","Memcached","","","","APS3-NodeUsage:cache.m4.large","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"8","Asia Pacific (Mumbai)","YEQSPWXCVGEXUUYM","YTVHEVGPBZ","YEQSPWXCVGEXUUYM.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.t2.micro instance-hours used this month","2016-05-31",0,Inf,"Hrs",0.011122,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.micro","Yes","Standard",1,"0.555 GiB","Low to Moderate","Memcached","","","","APS3-NodeUsage:cache.t2.micro","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"9","Asia Pacific (Mumbai)","DWTQFNVT8HB7UEBF","YTVHEVGPBZ","DWTQFNVT8HB7UEBF.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-05-31",NA,NA,"Quantity",542,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.large","Yes","Memory optimized",2,"13.5 GiB","Moderate","Redis","","","","APS3-NodeUsage:cache.r3.large","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"10","Asia Pacific (Mumbai)","QMSAAB37UJD6ZX3P","YTVHEVGPBZ","QMSAAB37UJD6ZX3P.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.162,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.xlarge","Yes","Standard",4,"14.28 GiB","High","Memcached","","","","APS3-NodeUsage:cache.m4.xlarge","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"11","Asia Pacific (Mumbai)","QP7KJX5BSBYQ64Y2","YTVHEVGPBZ","QP7KJX5BSBYQ64Y2.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",4323,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.4xlarge","Yes","Memory optimized",16,"118 GiB","High","Memcached","","","","APS3-NodeUsage:cache.r3.4xlarge","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"12","Asia Pacific (Mumbai)","JWZ8YDWGV4RVC7KU","YTVHEVGPBZ","JWZ8YDWGV4RVC7KU.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.large instance-hours used this month","2016-07-31",0,Inf,"Hrs",0.081,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.large","Yes","Standard",2,"6.42 GiB","Moderate","Memcached","","","","APS3-NodeUsage:cache.m4.large","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"13","Asia Pacific (Mumbai)","MUXESDTWGQ4MKK5H","YTVHEVGPBZ","MUXESDTWGQ4MKK5H.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",1771,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.2xlarge","Yes","Standard",8,"29.7 GiB","High","Memcached","","","","APS3-NodeUsage:cache.m4.2xlarge","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"14","Asia Pacific (Mumbai)","C5BYGTUQ9YNQ5FET","YTVHEVGPBZ","C5BYGTUQ9YNQ5FET.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.r3.2xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.394325,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.2xlarge","Yes","Memory optimized",8,"58.2 GiB","High","Memcached","","","","APS3-NodeUsage:cache.r3.2xlarge","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"15","Asia Pacific (Mumbai)","NA4D95B7BNW6DCT9","YTVHEVGPBZ","NA4D95B7BNW6DCT9.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",250,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.medium","Yes","Standard",2,"3.22 GiB","Low to Moderate","Memcached","","","","APS3-NodeUsage:cache.t2.medium","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"16","Asia Pacific (Mumbai)","WZC7GRFHNJGKZRKW","YTVHEVGPBZ","WZC7GRFHNJGKZRKW.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",125,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.small","Yes","Standard",1,"1.55 GiB","Low to Moderate","Memcached","","","","APS3-NodeUsage:cache.t2.small","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"17","Asia Pacific (Mumbai)","B9KA58HE958Z9PXM","YTVHEVGPBZ","B9KA58HE958Z9PXM.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.r3.xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.196512,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.xlarge","Yes","Memory optimized",4,"28.4 GiB","Moderate","Memcached","","","","APS3-NodeUsage:cache.r3.xlarge","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"18","Asia Pacific (Mumbai)","CTE4HDUBMFV9D4BD","YTVHEVGPBZ","CTE4HDUBMFV9D4BD.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m4.10xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",1.617,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.10xlarge","Yes","Standard",40,"154.64 GiB","10 Gigabit","Redis","","","","APS3-NodeUsage:cache.m4.10xlarge","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"19","Asia Pacific (Mumbai)","26ETDHNUZGD4XRAT","YTVHEVGPBZ","26ETDHNUZGD4XRAT.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",542,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.large","Yes","Memory optimized",2,"13.5 GiB","Moderate","Memcached","","","","APS3-NodeUsage:cache.r3.large","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"20","Asia Pacific (Mumbai)","26ETDHNUZGD4XRAT","YTVHEVGPBZ","26ETDHNUZGD4XRAT.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.r3.large instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.099328,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.large","Yes","Memory optimized",2,"13.5 GiB","Moderate","Memcached","","","","APS3-NodeUsage:cache.r3.large","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"21","Asia Pacific (Mumbai)","WMCQ5B295KKQM82P","YTVHEVGPBZ","WMCQ5B295KKQM82P.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.t2.micro instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.011122,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.micro","Yes","Standard",1,"0.555 GiB","Low to Moderate","Redis","","","","APS3-NodeUsage:cache.t2.micro","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"22","Asia Pacific (Mumbai)","NA4D95B7BNW6DCT9","YTVHEVGPBZ","NA4D95B7BNW6DCT9.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.t2.medium instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.045561,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.medium","Yes","Standard",2,"3.22 GiB","Low to Moderate","Memcached","","","","APS3-NodeUsage:cache.t2.medium","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"23","Asia Pacific (Mumbai)","R3D6Q8CMJVCJ684Q","YTVHEVGPBZ","R3D6Q8CMJVCJ684Q.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.r3.8xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",1.579214,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.8xlarge","Yes","Memory optimized",32,"237 GiB","10 Gigabit","Memcached","","","","APS3-NodeUsage:cache.r3.8xlarge","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"24","Asia Pacific (Mumbai)","WZC7GRFHNJGKZRKW","YTVHEVGPBZ","WZC7GRFHNJGKZRKW.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.t2.small instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.023431,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.small","Yes","Standard",1,"1.55 GiB","Low to Moderate","Memcached","","","","APS3-NodeUsage:cache.t2.small","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"25","Asia Pacific (Mumbai)","DWTQFNVT8HB7UEBF","YTVHEVGPBZ","DWTQFNVT8HB7UEBF.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.r3.large instance-hours used this month","2016-05-31",0,Inf,"Hrs",0.099328,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.large","Yes","Memory optimized",2,"13.5 GiB","Moderate","Redis","","","","APS3-NodeUsage:cache.r3.large","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"26","Asia Pacific (Mumbai)","YEQSPWXCVGEXUUYM","YTVHEVGPBZ","YEQSPWXCVGEXUUYM.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-05-31",NA,NA,"Quantity",62,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.micro","Yes","Standard",1,"0.555 GiB","Low to Moderate","Memcached","","","","APS3-NodeUsage:cache.t2.micro","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"27","Asia Pacific (Mumbai)","7QHMMSMQKSB2YVD9","YTVHEVGPBZ","7QHMMSMQKSB2YVD9.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-07-31",NA,NA,"Quantity",442,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.large","Yes","Standard",2,"6.42 GiB","Moderate","Redis","","","","APS3-NodeUsage:cache.m4.large","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"28","Asia Pacific (Mumbai)","N3HXF2D25QN59RKV","YTVHEVGPBZ","N3HXF2D25QN59RKV.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.4xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.647,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.4xlarge","Yes","Standard",16,"60.78 GiB","High","Memcached","","","","APS3-NodeUsage:cache.m4.4xlarge","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"29","Asia Pacific (Mumbai)","N3HXF2D25QN59RKV","YTVHEVGPBZ","N3HXF2D25QN59RKV.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",3544,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.4xlarge","Yes","Standard",16,"60.78 GiB","High","Memcached","","","","APS3-NodeUsage:cache.m4.4xlarge","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"30","Asia Pacific (Mumbai)","B9KA58HE958Z9PXM","YTVHEVGPBZ","B9KA58HE958Z9PXM.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",1080,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.xlarge","Yes","Memory optimized",4,"28.4 GiB","Moderate","Memcached","","","","APS3-NodeUsage:cache.r3.xlarge","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"31","Asia Pacific (Mumbai)","BNSYQH8258MUZY9P","YTVHEVGPBZ","BNSYQH8258MUZY9P.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",8646,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.8xlarge","Yes","Memory optimized",32,"237 GiB","10 Gigabit","Redis","","","","APS3-NodeUsage:cache.r3.8xlarge","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"32","Asia Pacific (Mumbai)","FSVRCMMWZE273UQM","YTVHEVGPBZ","FSVRCMMWZE273UQM.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-05-31",NA,NA,"Quantity",125,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.small","Yes","Standard",1,"1.55 GiB","Low to Moderate","Redis","","","","APS3-NodeUsage:cache.t2.small","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"33","Asia Pacific (Mumbai)","BNSYQH8258MUZY9P","YTVHEVGPBZ","BNSYQH8258MUZY9P.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.r3.8xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",1.579214,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.8xlarge","Yes","Memory optimized",32,"237 GiB","10 Gigabit","Redis","","","","APS3-NodeUsage:cache.r3.8xlarge","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"34","Asia Pacific (Mumbai)","QMSAAB37UJD6ZX3P","YTVHEVGPBZ","QMSAAB37UJD6ZX3P.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",883,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.xlarge","Yes","Standard",4,"14.28 GiB","High","Memcached","","","","APS3-NodeUsage:cache.m4.xlarge","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"35","Asia Pacific (Mumbai)","Z4AXR5NW9A6CEEA9","YTVHEVGPBZ","Z4AXR5NW9A6CEEA9.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",2160,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.2xlarge","Yes","Memory optimized",8,"58.2 GiB","High","Redis","","","","APS3-NodeUsage:cache.r3.2xlarge","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"36","Asia Pacific (Mumbai)","JAFDWG3S7B765529","YTVHEVGPBZ","JAFDWG3S7B765529.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",4323,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.4xlarge","Yes","Memory optimized",16,"118 GiB","High","Redis","","","","APS3-NodeUsage:cache.r3.4xlarge","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"37","Asia Pacific (Mumbai)","CTE4HDUBMFV9D4BD","YTVHEVGPBZ","CTE4HDUBMFV9D4BD.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",8853,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.10xlarge","Yes","Standard",40,"154.64 GiB","10 Gigabit","Redis","","","","APS3-NodeUsage:cache.m4.10xlarge","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"38","Asia Pacific (Mumbai)","MUXESDTWGQ4MKK5H","YTVHEVGPBZ","MUXESDTWGQ4MKK5H.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.2xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.323,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.2xlarge","Yes","Standard",8,"29.7 GiB","High","Memcached","","","","APS3-NodeUsage:cache.m4.2xlarge","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"39","Asia Pacific (Mumbai)","C5BYGTUQ9YNQ5FET","YTVHEVGPBZ","C5BYGTUQ9YNQ5FET.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",2160,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.2xlarge","Yes","Memory optimized",8,"58.2 GiB","High","Memcached","","","","APS3-NodeUsage:cache.r3.2xlarge","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"40","Asia Pacific (Mumbai)","ET3UWVF3AKPGR2ST","YTVHEVGPBZ","ET3UWVF3AKPGR2ST.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",3544,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.4xlarge","Yes","Standard",16,"60.78 GiB","High","Redis","","","","APS3-NodeUsage:cache.m4.4xlarge","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"41","Asia Pacific (Mumbai)","R3D6Q8CMJVCJ684Q","YTVHEVGPBZ","R3D6Q8CMJVCJ684Q.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",8646,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.8xlarge","Yes","Memory optimized",32,"237 GiB","10 Gigabit","Memcached","","","","APS3-NodeUsage:cache.r3.8xlarge","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"42","Asia Pacific (Mumbai)","VQVRYK37UGVYBUZ3","YTVHEVGPBZ","VQVRYK37UGVYBUZ3.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m4.2xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.323,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.2xlarge","Yes","Standard",8,"29.7 GiB","High","Redis","","","","APS3-NodeUsage:cache.m4.2xlarge","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"43","Asia Pacific (Mumbai)","FSVRCMMWZE273UQM","YTVHEVGPBZ","FSVRCMMWZE273UQM.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.t2.small instance-hours used this month","2016-05-31",0,Inf,"Hrs",0.023431,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.small","Yes","Standard",1,"1.55 GiB","Low to Moderate","Redis","","","","APS3-NodeUsage:cache.t2.small","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"44","Asia Pacific (Mumbai)","WMCQ5B295KKQM82P","YTVHEVGPBZ","WMCQ5B295KKQM82P.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",62,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.micro","Yes","Standard",1,"0.555 GiB","Low to Moderate","Redis","","","","APS3-NodeUsage:cache.t2.micro","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"45","Asia Pacific (Mumbai)","Z9W4SB7S483R72KG","YTVHEVGPBZ","Z9W4SB7S483R72KG.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",8853,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.10xlarge","Yes","Standard",40,"154.64 GiB","10 Gigabit","Memcached","","","","APS3-NodeUsage:cache.m4.10xlarge","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"46","Asia Pacific (Mumbai)","6R2YMYJ2CTN2YGGF","YTVHEVGPBZ","6R2YMYJ2CTN2YGGF.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m4.xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.162,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.xlarge","Yes","Standard",4,"14.28 GiB","High","Redis","","","","APS3-NodeUsage:cache.m4.xlarge","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"47","Asia Pacific (Mumbai)","ET3UWVF3AKPGR2ST","YTVHEVGPBZ","ET3UWVF3AKPGR2ST.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m4.4xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.647,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.4xlarge","Yes","Standard",16,"60.78 GiB","High","Redis","","","","APS3-NodeUsage:cache.m4.4xlarge","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
