"","Location","SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","LeaseContractLength","PurchaseOption","OfferingClass","Product.Family","serviceCode","Location.Type","Instance.Type","Current.Generation","Instance.Family","vCPU","Memory","Network.Performance","Cache.Engine","Storage.Media","Group","Group.Description","usageType","operation","Region","Endpoint","Protocol"
"626","Asia Pacific (Tokyo)","F93DXZNTUZPUYW57","YTVHEVGPBZ","F93DXZNTUZPUYW57.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",135,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.small","No","Standard",1,"1.3 GiB","Low","Memcached","","","","APN1-NodeUsage:cache.m1.small","CreateCacheCluster:0001","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"627","Asia Pacific (Tokyo)","ZWD3PGEQDTXM9QPU","DK9W8XRWES","ZWD3PGEQDTXM9QPU.DK9W8XRWES.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",NA,NA,"Quantity",23,"USD","","1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t1.micro","No","Micro",1,"0.213 GiB","Very Low","Redis","","","","APN1-NodeUsage:cache.t1.micro","CreateCacheCluster:0002","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"628","Asia Pacific (Tokyo)","5R2X6S6W3E9QUXCA","DK9W8XRWES","5R2X6S6W3E9QUXCA.DK9W8XRWES.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",NA,NA,"Quantity",345,"USD","","1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.2xlarge","No","Memory optimized",4,"33.8 GiB","Moderate","Memcached","","","","APN1-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0001","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"629","Asia Pacific (Tokyo)","7EAKMAGDZW5M6SRD","DK9W8XRWES","7EAKMAGDZW5M6SRD.DK9W8XRWES.6YS6EN2CT7","Reserved","USD 0.193 per ElastiCache, cache.m2.xlarge instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.193,"USD","","1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.xlarge","No","Memory optimized",2,"16.7 GiB","Moderate","Memcached","","","","APN1-NodeUsage:cache.m2.xlarge","CreateCacheCluster:0001","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"630","Asia Pacific (Tokyo)","YABJESQUEGAUDF78","JRBFQ5DASS","YABJESQUEGAUDF78.JRBFQ5DASS.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",NA,NA,"Quantity",1625,"USD","","1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.4xlarge","No","Memory optimized",8,"68 GiB","High","Redis","","","","APN1-NodeUsage:cache.m2.4xlarge","CreateCacheCluster:0002","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"631","Asia Pacific (Tokyo)","6KQX8YK6Z5JVH6AP","JRBFQ5DASS","6KQX8YK6Z5JVH6AP.JRBFQ5DASS.6YS6EN2CT7","Reserved","USD 0.543 per ElastiCache, cache.m2.4xlarge instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.543,"USD","","1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.4xlarge","No","Memory optimized",8,"68 GiB","High","Memcached","","","","APN1-NodeUsage:cache.m2.4xlarge","CreateCacheCluster:0001","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"632","Asia Pacific (Tokyo)","P6FZ9WKXFTVN2Q3B","YTVHEVGPBZ","P6FZ9WKXFTVN2Q3B.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.t2.micro instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.009,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.micro","Yes","Standard",1,"0.555 GiB","Low to Moderate","Memcached","","","","APN1-NodeUsage:cache.t2.micro","CreateCacheCluster:0001","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"633","Asia Pacific (Tokyo)","HPNGZPPFM3X4CC9E","JRBFQ5DASS","HPNGZPPFM3X4CC9E.JRBFQ5DASS.6YS6EN2CT7","Reserved","USD 0.237 per ElastiCache, cache.m1.xlarge instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.237,"USD","","1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.xlarge","No","Standard",4,"14.6 GiB","High","Memcached","","","","APN1-NodeUsage:cache.m1.xlarge","CreateCacheCluster:0001","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"634","Asia Pacific (Tokyo)","W3TX4U2BAQV5Y6Z7","DK9W8XRWES","W3TX4U2BAQV5Y6Z7.DK9W8XRWES.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",NA,NA,"Quantity",630,"USD","","1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.c1.xlarge","No","Compute optimized",8,"6.6 GiB","High","Redis","","","","APN1-NodeUsage:cache.c1.xlarge","CreateCacheCluster:0002","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"635","Asia Pacific (Tokyo)","H94SHKPUSCX98JQB","YTVHEVGPBZ","H94SHKPUSCX98JQB.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",1948,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.2xlarge","Yes","Standard",8,"27.9 GiB","High","Redis","","","","APN1-NodeUsage:cache.m3.2xlarge","CreateCacheCluster:0002","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"636","Asia Pacific (Tokyo)","H94SHKPUSCX98JQB","YTVHEVGPBZ","H94SHKPUSCX98JQB.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m3.2xlarge instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.336,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.2xlarge","Yes","Standard",8,"27.9 GiB","High","Redis","","","","APN1-NodeUsage:cache.m3.2xlarge","CreateCacheCluster:0002","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"637","Asia Pacific (Tokyo)","K2G93QRZGQUZAPXX","YTVHEVGPBZ","K2G93QRZGQUZAPXX.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.10xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",1.49,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.10xlarge","Yes","Standard",40,"154.64 GiB","10 Gigabit","Memcached","","","","APN1-NodeUsage:cache.m4.10xlarge","CreateCacheCluster:0001","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"638","Asia Pacific (Tokyo)","UNFBU4PQBQS7MPRE","DK9W8XRWES","UNFBU4PQBQS7MPRE.DK9W8XRWES.6YS6EN2CT7","Reserved","USD 0.172 per ElastiCache, cache.m1.large instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.172,"USD","","1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.large","No","Standard",2,"7.1 GiB","Moderate","Memcached","","","","APN1-NodeUsage:cache.m1.large","CreateCacheCluster:0001","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"639","Asia Pacific (Tokyo)","GPC3DRRV4KGDPGWA","YTVHEVGPBZ","GPC3DRRV4KGDPGWA.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.large instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.075,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.large","Yes","Standard",2,"6.42 GiB","Moderate","Memcached","","","","APN1-NodeUsage:cache.m4.large","CreateCacheCluster:0001","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"640","Asia Pacific (Tokyo)","9JQZFMXBA5DVY5GV","YTVHEVGPBZ","9JQZFMXBA5DVY5GV.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",989,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.2xlarge","No","Memory optimized",4,"33.8 GiB","Moderate","Redis","","","","APN1-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0002","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"641","Asia Pacific (Tokyo)","D9KG5GUB2SKVYK27","YTVHEVGPBZ","D9KG5GUB2SKVYK27.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.t2.medium instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.038,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.medium","Yes","Standard",2,"3.22 GiB","Low to Moderate","Memcached","","","","APN1-NodeUsage:cache.t2.medium","CreateCacheCluster:0001","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"642","Asia Pacific (Tokyo)","H6RBCFGYXEGN7WYX","YTVHEVGPBZ","H6RBCFGYXEGN7WYX.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m4.10xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",1.49,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.10xlarge","Yes","Standard",40,"154.64 GiB","10 Gigabit","Redis","","","","APN1-NodeUsage:cache.m4.10xlarge","CreateCacheCluster:0002","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"643","Asia Pacific (Tokyo)","9JQZFMXBA5DVY5GV","JRBFQ5DASS","9JQZFMXBA5DVY5GV.JRBFQ5DASS.6YS6EN2CT7","Reserved","USD 0.272 per Redis, cache.m2.2xlarge instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.272,"USD","","1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.2xlarge","No","Memory optimized",4,"33.8 GiB","Moderate","Redis","","","","APN1-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0002","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"644","Asia Pacific (Tokyo)","42W2WEUS7WSVTC8Z","YTVHEVGPBZ","42W2WEUS7WSVTC8Z.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",270,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.medium","No","Standard",1,"3.35 GiB","Moderate","Memcached","","","","APN1-NodeUsage:cache.m1.medium","CreateCacheCluster:0001","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"645","Asia Pacific (Tokyo)","EPP8FFPEJUN6N6E6","YTVHEVGPBZ","EPP8FFPEJUN6N6E6.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",135,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.small","No","Standard",1,"1.3 GiB","Low","Redis","","","","APN1-NodeUsage:cache.m1.small","CreateCacheCluster:0002","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"646","Asia Pacific (Tokyo)","5R2X6S6W3E9QUXCA","DK9W8XRWES","5R2X6S6W3E9QUXCA.DK9W8XRWES.6YS6EN2CT7","Reserved","USD 0.387 per ElastiCache, cache.m2.2xlarge instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.387,"USD","","1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.2xlarge","No","Memory optimized",4,"33.8 GiB","Moderate","Memcached","","","","APN1-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0001","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"647","Asia Pacific (Tokyo)","TUJ442M8CAT5PK4A","JRBFQ5DASS","TUJ442M8CAT5PK4A.JRBFQ5DASS.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",NA,NA,"Quantity",224,"USD","","1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.medium","No","Standard",1,"3.35 GiB","Moderate","Redis","","","","APN1-NodeUsage:cache.m1.medium","CreateCacheCluster:0002","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"648","Asia Pacific (Tokyo)","YA9P99UTEHT9CHMG","YTVHEVGPBZ","YA9P99UTEHT9CHMG.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.4xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.595,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.4xlarge","Yes","Standard",16,"60.78 GiB","High","Memcached","","","","APN1-NodeUsage:cache.m4.4xlarge","CreateCacheCluster:0001","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"649","Canada (Central)","238TP5RVZDW6SVES","YTVHEVGPBZ","238TP5RVZDW6SVES.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",1354,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.2xlarge","Yes","Standard",8,"29.7 GiB","High","Memcached","","","","CAN1-NodeUsage:cache.m4.2xlarge","CreateCacheCluster:0001","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"650","Canada (Central)","9P9TKTXETEGBMS73","YTVHEVGPBZ","9P9TKTXETEGBMS73.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",339,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.large","Yes","Standard",2,"6.42 GiB","Moderate","Memcached","","","","CAN1-NodeUsage:cache.m4.large","CreateCacheCluster:0001","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"651","Canada (Central)","6NNTXRNPFQYXGKUE","YTVHEVGPBZ","6NNTXRNPFQYXGKUE.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.t2.small instance-hours used this month","2016-11-30",0,Inf,"Hrs",0.012,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.small","Yes","Standard",1,"1.55 GiB","Low to Moderate","Redis","","","","CAN1-NodeUsage:cache.t2.small","CreateCacheCluster:0002","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"652","Canada (Central)","MPC6WAJ62NY859FY","YTVHEVGPBZ","MPC6WAJ62NY859FY.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",224,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.medium","Yes","Standard",2,"3.22 GiB","Low to Moderate","Redis","","","","CAN1-NodeUsage:cache.t2.medium","CreateCacheCluster:0002","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"653","Canada (Central)","4SSAE8GV7UT8FBUG","YTVHEVGPBZ","4SSAE8GV7UT8FBUG.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",2709,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.4xlarge","Yes","Standard",16,"60.78 GiB","High","Memcached","","","","CAN1-NodeUsage:cache.m4.4xlarge","CreateCacheCluster:0001","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"654","Canada (Central)","6TYWBAX7TBEJJRC5","YTVHEVGPBZ","6TYWBAX7TBEJJRC5.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m4.4xlarge instance-hours used this month","2016-11-30",0,Inf,"Hrs",0.495,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.4xlarge","Yes","Standard",16,"60.78 GiB","High","Redis","","","","CAN1-NodeUsage:cache.m4.4xlarge","CreateCacheCluster:0002","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"655","Canada (Central)","EEC5EYPCYAXZEGR6","YTVHEVGPBZ","EEC5EYPCYAXZEGR6.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.t2.medium instance-hours used this month","2016-11-30",0,Inf,"Hrs",0.025,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.medium","Yes","Standard",2,"3.22 GiB","Low to Moderate","Memcached","","","","CAN1-NodeUsage:cache.t2.medium","CreateCacheCluster:0001","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"656","Canada (Central)","7QQZXTG33F5UWJ37","YTVHEVGPBZ","7QQZXTG33F5UWJ37.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m4.2xlarge instance-hours used this month","2016-11-30",0,Inf,"Hrs",0.248,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.2xlarge","Yes","Standard",8,"29.7 GiB","High","Redis","","","","CAN1-NodeUsage:cache.m4.2xlarge","CreateCacheCluster:0002","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"657","Canada (Central)","7QQZXTG33F5UWJ37","YTVHEVGPBZ","7QQZXTG33F5UWJ37.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",1354,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.2xlarge","Yes","Standard",8,"29.7 GiB","High","Redis","","","","CAN1-NodeUsage:cache.m4.2xlarge","CreateCacheCluster:0002","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"658","Canada (Central)","MPC6WAJ62NY859FY","YTVHEVGPBZ","MPC6WAJ62NY859FY.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.t2.medium instance-hours used this month","2016-11-30",0,Inf,"Hrs",0.025,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.medium","Yes","Standard",2,"3.22 GiB","Low to Moderate","Redis","","","","CAN1-NodeUsage:cache.t2.medium","CreateCacheCluster:0002","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"659","Canada (Central)","9P9TKTXETEGBMS73","YTVHEVGPBZ","9P9TKTXETEGBMS73.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.large instance-hours used this month","2016-11-30",0,Inf,"Hrs",0.062,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.large","Yes","Standard",2,"6.42 GiB","Moderate","Memcached","","","","CAN1-NodeUsage:cache.m4.large","CreateCacheCluster:0001","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"660","Canada (Central)","83XSWFV39T9Y5XJM","YTVHEVGPBZ","83XSWFV39T9Y5XJM.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m4.xlarge instance-hours used this month","2016-10-31",0,Inf,"Hrs",0.123,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.xlarge","Yes","Standard",4,"14.28 GiB","High","Redis","","","","CAN1-NodeUsage:cache.m4.xlarge","CreateCacheCluster:0002","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"661","Canada (Central)","RFX6CBUEKJK3YVAA","YTVHEVGPBZ","RFX6CBUEKJK3YVAA.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",678,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.xlarge","Yes","Standard",4,"14.28 GiB","High","Memcached","","","","CAN1-NodeUsage:cache.m4.xlarge","CreateCacheCluster:0001","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"662","Canada (Central)","QV3NKQ6SSM2HNNDH","YTVHEVGPBZ","QV3NKQ6SSM2HNNDH.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.10xlarge instance-hours used this month","2016-11-30",0,Inf,"Hrs",1.237,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.10xlarge","Yes","Standard",40,"154.64 GiB","10 Gigabit","Memcached","","","","CAN1-NodeUsage:cache.m4.10xlarge","CreateCacheCluster:0001","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"663","Canada (Central)","RFX6CBUEKJK3YVAA","YTVHEVGPBZ","RFX6CBUEKJK3YVAA.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.xlarge instance-hours used this month","2016-11-30",0,Inf,"Hrs",0.123,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.xlarge","Yes","Standard",4,"14.28 GiB","High","Memcached","","","","CAN1-NodeUsage:cache.m4.xlarge","CreateCacheCluster:0001","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"664","Canada (Central)","JETKBKQXJNGGQT28","YTVHEVGPBZ","JETKBKQXJNGGQT28.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",6774,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.10xlarge","Yes","Standard",40,"154.64 GiB","10 Gigabit","Redis","","","","CAN1-NodeUsage:cache.m4.10xlarge","CreateCacheCluster:0002","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"665","Canada (Central)","4W2JB3ZDSN273M2Y","YTVHEVGPBZ","4W2JB3ZDSN273M2Y.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m4.large instance-hours used this month","2016-11-30",0,Inf,"Hrs",0.062,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.large","Yes","Standard",2,"6.42 GiB","Moderate","Redis","","","","CAN1-NodeUsage:cache.m4.large","CreateCacheCluster:0002","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"666","Canada (Central)","ZBJSE28UYT7S6DE7","YTVHEVGPBZ","ZBJSE28UYT7S6DE7.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",56,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.micro","Yes","Standard",1,"0.555 GiB","Low to Moderate","Memcached","","","","CAN1-NodeUsage:cache.t2.micro","CreateCacheCluster:0001","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"667","Canada (Central)","QV3NKQ6SSM2HNNDH","YTVHEVGPBZ","QV3NKQ6SSM2HNNDH.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",6774,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.10xlarge","Yes","Standard",40,"154.64 GiB","10 Gigabit","Memcached","","","","CAN1-NodeUsage:cache.m4.10xlarge","CreateCacheCluster:0001","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"668","Canada (Central)","8CF4S3X94NHDCTD5","YTVHEVGPBZ","8CF4S3X94NHDCTD5.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.t2.small instance-hours used this month","2016-11-30",0,Inf,"Hrs",0.012,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.small","Yes","Standard",1,"1.55 GiB","Low to Moderate","Memcached","","","","CAN1-NodeUsage:cache.t2.small","CreateCacheCluster:0001","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"669","Canada (Central)","83XSWFV39T9Y5XJM","YTVHEVGPBZ","83XSWFV39T9Y5XJM.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-10-31",NA,NA,"Quantity",678,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.xlarge","Yes","Standard",4,"14.28 GiB","High","Redis","","","","CAN1-NodeUsage:cache.m4.xlarge","CreateCacheCluster:0002","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"670","Canada (Central)","8PZJ8UTJHY3AD5AF","YTVHEVGPBZ","8PZJ8UTJHY3AD5AF.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",56,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.micro","Yes","Standard",1,"0.555 GiB","Low to Moderate","Redis","","","","CAN1-NodeUsage:cache.t2.micro","CreateCacheCluster:0002","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"671","Canada (Central)","ZBJSE28UYT7S6DE7","YTVHEVGPBZ","ZBJSE28UYT7S6DE7.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.t2.micro instance-hours used this month","2016-11-30",0,Inf,"Hrs",0.007,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.micro","Yes","Standard",1,"0.555 GiB","Low to Moderate","Memcached","","","","CAN1-NodeUsage:cache.t2.micro","CreateCacheCluster:0001","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"672","Canada (Central)","238TP5RVZDW6SVES","YTVHEVGPBZ","238TP5RVZDW6SVES.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.2xlarge instance-hours used this month","2016-11-30",0,Inf,"Hrs",0.248,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.2xlarge","Yes","Standard",8,"29.7 GiB","High","Memcached","","","","CAN1-NodeUsage:cache.m4.2xlarge","CreateCacheCluster:0001","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
"673","Canada (Central)","8CF4S3X94NHDCTD5","YTVHEVGPBZ","8CF4S3X94NHDCTD5.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",112,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.small","Yes","Standard",1,"1.55 GiB","Low to Moderate","Memcached","","","","CAN1-NodeUsage:cache.t2.small","CreateCacheCluster:0001","ca-central-1","ec2.ca-central-1.amazonaws.com","HTTP and HTTPS"
