"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","LeaseContractLength","PurchaseOption","OfferingClass","Product Family","serviceCode","Location","Location Type","Instance Type","Current Generation","Instance Family","vCPU","Memory","Network Performance","Cache Engine","Storage Media","Group","Group Description","usageType","operation"
"8UDQDMJRQGGGCKWT","VG8YD49WWM","8UDQDMJRQGGGCKWT.VG8YD49WWM.6YS6EN2CT7","Reserved","Redis, cache.m3.large instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0680000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m3.large","Yes","Standard","2","6.05 GiB","Moderate","Redis",,,,"APS2-NodeUsage:cache.m3.large","CreateCacheCluster:0002"
"PEXF8Z7ANZUHRSZ9","KGRZ3REEDN","PEXF8Z7ANZUHRSZ9.KGRZ3REEDN.6YS6EN2CT7","Reserved","USD 0.044 per ElastiCache, cache.m1.medium instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.0440000000","USD",,"3yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m1.medium","No","Standard","1","3.35 GiB","Moderate","Memcached",,,,"APS1-NodeUsage:cache.m1.medium","CreateCacheCluster:0001"
"UNFBU4PQBQS7MPRE","YTVHEVGPBZ","UNFBU4PQBQS7MPRE.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m1.large instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0920000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.m1.large","No","Standard","2","7.1 GiB","Moderate","Memcached",,,,"APN1-NodeUsage:cache.m1.large","CreateCacheCluster:0001"
"YWDES45HFEVABQ8B","VHSX6N8RTZ","YWDES45HFEVABQ8B.VHSX6N8RTZ.6YS6EN2CT7","Reserved","USD 0.26 per ElastiCache, cache.m1.xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.2600000000","USD",,"3yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.m1.xlarge","No","Standard","4","14.6 GiB","High","Memcached",,,,"USW1-NodeUsage:cache.m1.xlarge","CreateCacheCluster:0001"
"G9K65BBCHZQJTJNM","YTVHEVGPBZ","G9K65BBCHZQJTJNM.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m3.medium instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0320000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","South America (Sao Paulo)","AWS Region","cache.m3.medium","Yes","Standard","1","2.78 GiB","Moderate","Redis",,,,"SAE1-NodeUsage:cache.m3.medium","CreateCacheCluster:0002"
"CCMEPCBV7J7HZEWZ","JRBFQ5DASS","CCMEPCBV7J7HZEWZ.JRBFQ5DASS.6YS6EN2CT7","Reserved","USD 0.029 per Redis, cache.m1.small instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.0290000000","USD",,"1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.m1.small","No","Standard","1","1.3 GiB","Low","Redis",,,,"USW1-NodeUsage:cache.m1.small","CreateCacheCluster:0002"
"2BSAUY5KNPK7SSA4","JRBFQ5DASS","2BSAUY5KNPK7SSA4.JRBFQ5DASS.6YS6EN2CT7","Reserved","USD 0.106 per Redis, cache.m2.xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.1060000000","USD",,"1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m2.xlarge","No","Memory optimized","2","16.7 GiB","Moderate","Redis",,,,"APS2-NodeUsage:cache.m2.xlarge","CreateCacheCluster:0002"
"6BYSDX2MRT2DM9VQ","YTVHEVGPBZ","6BYSDX2MRT2DM9VQ.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","51","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.t2.micro","Yes","Standard","1","0.555 GiB","Low to Moderate","Redis",,,,"NodeUsage:cache.t2.micro","CreateCacheCluster:0002"
"U7MH22MHUDCYZV4C","JRTCKXETXF","U7MH22MHUDCYZV4C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.355 per  High Memory Quadruple Extra Large Cache node-hour (or partial hour) running Memcached","2016-11-01","0","Inf","Hrs","1.3550000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m2.4xlarge","No","Memory optimized","8","68 GiB","High","Memcached",,,,"APS2-NodeUsage:cache.m2.4xlarge","CreateCacheCluster:0001"
"FH8NTB9D7XS8VRMK","VG8YD49WWM","FH8NTB9D7XS8VRMK.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","1345","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m3.xlarge","Yes","Standard","4","13.3 GiB","High","Redis",,,,"USW2-NodeUsage:cache.m3.xlarge","CreateCacheCluster:0002"
"7CAFRTAUKH9JS7ZE","JRTCKXETXF","7CAFRTAUKH9JS7ZE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.4 per  Enhanced Extra Large Cache node-hour (or partial hour) running Memcached","2016-11-01","0","Inf","Hrs","0.4000000000","USD",,,,,"Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m3.xlarge","Yes","Standard","4","13.3 GiB","High","Memcached",,,,"EU-NodeUsage:cache.m3.xlarge","CreateCacheCluster:0001"
"WFA4VYWET8NE6NNX","JRTCKXETXF","WFA4VYWET8NE6NNX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.339 per  High Memory Extra Large Cache node-hour (or partial hour) running Redis","2016-11-01","0","Inf","Hrs","0.3390000000","USD",,,,,"Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.m2.xlarge","No","Memory optimized","2","16.7 GiB","Moderate","Redis",,,,"USW1-NodeUsage:cache.m2.xlarge","CreateCacheCluster:0002"
"RMZB3DTXFR9CYSEP","DK9W8XRWES","RMZB3DTXFR9CYSEP.DK9W8XRWES.6YS6EN2CT7","Reserved","USD 0.332 per Redis, cache.m1.xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.3320000000","USD",,"1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m1.xlarge","No","Standard","4","14.6 GiB","High","Redis",,,,"EU-NodeUsage:cache.m1.xlarge","CreateCacheCluster:0002"
"5YQGR3Q46A2QCJKS","VG8YD49WWM","5YQGR3Q46A2QCJKS.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","523","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS GovCloud (US)","AWS Region","cache.t2.medium","Yes","Standard","2","3.22 GiB","Low to Moderate","Memcached",,,,"UGW1-NodeUsage:cache.t2.medium","CreateCacheCluster:0001"
"6XV2XPH7JTCFTS7E","KGRZ3REEDN","6XV2XPH7JTCFTS7E.KGRZ3REEDN.6YS6EN2CT7","Reserved","USD 0.233 per Redis, cache.c1.xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.2330000000","USD",,"3yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.c1.xlarge","No","Compute optimized","8","6.6 GiB","High","Redis",,,,"NodeUsage:cache.c1.xlarge","CreateCacheCluster:0002"
"Y4NM8U2GNERYJAK5","VG8YD49WWM","Y4NM8U2GNERYJAK5.VG8YD49WWM.6YS6EN2CT7","Reserved","Redis, cache.m4.large instance-hours used this month","2016-09-30","0","Inf","Hrs","0.0480000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m4.large","Yes","Standard","2","6.42 GiB","Moderate","Redis",,,,"EU-NodeUsage:cache.m4.large","CreateCacheCluster:0002"
"PVQG6KRTS45ZNVJ7","KGRZ3REEDN","PVQG6KRTS45ZNVJ7.KGRZ3REEDN.6YS6EN2CT7","Reserved","USD 0.175 per Redis, cache.m2.2xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.1750000000","USD",,"3yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.m2.2xlarge","No","Memory optimized","4","33.8 GiB","Moderate","Redis",,,,"USW1-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0002"
"ZVACAT96Y5ZNMBSB","YTVHEVGPBZ","ZVACAT96Y5ZNMBSB.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m4.large instance-hours used this month","2016-07-31","0","Inf","Hrs","0.0560000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.m4.large","Yes","Standard","2","6.42 GiB","Moderate","Redis",,,,"NodeUsage:cache.m4.large","CreateCacheCluster:0002"
"DKUYGT9E7TYC9WR5","YTVHEVGPBZ","DKUYGT9E7TYC9WR5.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m4.10xlarge instance-hours used this month","2016-11-30","0","Inf","Hrs","1.4360000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (London)","AWS Region","cache.m4.10xlarge","Yes","Standard","40","154.64 GiB","10 Gigabit","Redis",,,,"EUW2-NodeUsage:cache.m4.10xlarge","CreateCacheCluster:0002"
"5ZD48SE6KC9H92BU","DK9W8XRWES","5ZD48SE6KC9H92BU.DK9W8XRWES.6YS6EN2CT7","Reserved","USD 0.166 per Redis, cache.m1.large instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.1660000000","USD",,"1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.m1.large","No","Standard","2","7.1 GiB","Moderate","Redis",,,,"USW1-NodeUsage:cache.m1.large","CreateCacheCluster:0002"
"WEA3D97S62U37KZC","DK9W8XRWES","WEA3D97S62U37KZC.DK9W8XRWES.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","23","USD",,"1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.t1.micro","No","Micro","1","0.213 GiB","Very Low","Redis",,,,"EU-NodeUsage:cache.t1.micro","CreateCacheCluster:0002"
"S8B2G2X5SYD2PZPX","DK9W8XRWES","S8B2G2X5SYD2PZPX.DK9W8XRWES.6YS6EN2CT7","Reserved","USD 0.665 per ElastiCache, cache.m2.4xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.6650000000","USD",,"1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m2.4xlarge","No","Memory optimized","8","68 GiB","High","Memcached",,,,"EU-NodeUsage:cache.m2.4xlarge","CreateCacheCluster:0001"
"EBVRCEB6BM2GZWDV","VG8YD49WWM","EBVRCEB6BM2GZWDV.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","16528","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (Ohio)","AWS Region","cache.r3.8xlarge","Yes","Memory optimized","32","237 GiB","10 Gigabit","Memcached",,,,"USE2-NodeUsage:cache.r3.8xlarge","CreateCacheCluster:0001"
"X982447WKBFCXE8V","YTVHEVGPBZ","X982447WKBFCXE8V.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","649","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS GovCloud (US)","AWS Region","cache.r3.large","Yes","Memory optimized","2","13.5 GiB","Moderate","Redis",,,,"UGW1-NodeUsage:cache.r3.large","CreateCacheCluster:0002"
"9D7Z8MCD9Y9QAJQV","JRTCKXETXF","9D7Z8MCD9Y9QAJQV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4.294 per Gen Purpose M4.10xlarge node hour running Memcached","2016-11-01","0","Inf","Hrs","4.2940000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Seoul)","AWS Region","cache.m4.10xlarge","Yes","Standard","40","154.64 GiB","10 Gigabit","Memcached",,,,"APN2-NodeUsage:cache.m4.10xlarge","CreateCacheCluster:0001"
"E96CASZEGHNTHT6X","JRTCKXETXF","E96CASZEGHNTHT6X.JRTCKXETXF.6YS6EN2CT7","OnDemand","$3.64 per Enhanced High Memory 8xLarge Cache node-hour (or partial hour) running Redis","2016-11-01","0","Inf","Hrs","3.6400000000","USD",,,,,"Cache Instance","AmazonElastiCache","US East (Ohio)","AWS Region","cache.r3.8xlarge","Yes","Memory optimized","32","237 GiB","10 Gigabit","Redis",,,,"USE2-NodeUsage:cache.r3.8xlarge","CreateCacheCluster:0002"
"J4YEWN9YDP2TWJ3K","A429C66SYZ","J4YEWN9YDP2TWJ3K.A429C66SYZ.TKQXKGP374","OnDemand","Global","2016-11-01","0","750","Hrs","0.0000000000","USD",,,,,"Bundle","AmazonElastiCache",,,,,,,,,,,"ElastiCache-MonthlyFree-InstanceUsage","Monthly free usage of a t1.micro cache node","Global-NodeUsage:cache.t1.micro","CreateCacheCluster"
"8UDQDMJRQGGGCKWT","YTVHEVGPBZ","8UDQDMJRQGGGCKWT.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","491","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m3.large","Yes","Standard","2","6.05 GiB","Moderate","Redis",,,,"APS2-NodeUsage:cache.m3.large","CreateCacheCluster:0002"
"PXHXPDF9UP2BZB26","YTVHEVGPBZ","PXHXPDF9UP2BZB26.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","957","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Frankfurt)","AWS Region","cache.m3.xlarge","Yes","Standard","4","13.3 GiB","High","Redis",,,,"EUC1-NodeUsage:cache.m3.xlarge","CreateCacheCluster:0002"
"R7RZ2TY5JFB8MQ9F","VHSX6N8RTZ","R7RZ2TY5JFB8MQ9F.VHSX6N8RTZ.6YS6EN2CT7","Reserved","USD 0.13 per ElastiCache, cache.m1.large instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.1300000000","USD",,"3yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m1.large","No","Standard","2","7.1 GiB","Moderate","Memcached",,,,"EU-NodeUsage:cache.m1.large","CreateCacheCluster:0001"
"BQ65NWFSUFVTM9V6","VHSX6N8RTZ","BQ65NWFSUFVTM9V6.VHSX6N8RTZ.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","35","USD",,"3yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.t1.micro","No","Micro","1","0.213 GiB","Very Low","Memcached",,,,"NodeUsage:cache.t1.micro","CreateCacheCluster:0001"
"4XNTGAU77FY4XHAA","VG8YD49WWM","4XNTGAU77FY4XHAA.VG8YD49WWM.6YS6EN2CT7","Reserved","ElastiCache, cache.c1.xlarge instance-hours used this month","2015-10-31","0","Inf","Hrs","0.2310000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.c1.xlarge","No","Compute optimized","8","6.6 GiB","High","Memcached",,,,"APS2-NodeUsage:cache.c1.xlarge","CreateCacheCluster:0001"
"854CTX7SZ88TV555","DK9W8XRWES","854CTX7SZ88TV555.DK9W8XRWES.6YS6EN2CT7","Reserved","USD 0.013 per Redis, cache.t1.micro instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.0130000000","USD",,"1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.t1.micro","No","Micro","1","0.213 GiB","Very Low","Redis",,,,"NodeUsage:cache.t1.micro","CreateCacheCluster:0002"
"WDJEEGM3MMS38STN","VG8YD49WWM","WDJEEGM3MMS38STN.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","1815","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","South America (Sao Paulo)","AWS Region","cache.m3.xlarge","Yes","Standard","4","13.3 GiB","High","Redis",,,,"SAE1-NodeUsage:cache.m3.xlarge","CreateCacheCluster:0002"
"ACM9HXBUGKHT6VW4","YTVHEVGPBZ","ACM9HXBUGKHT6VW4.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.large instance-hours used this month","2016-09-30","0","Inf","Hrs","0.0690000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m4.large","Yes","Standard","2","6.42 GiB","Moderate","Memcached",,,,"EU-NodeUsage:cache.m4.large","CreateCacheCluster:0001"
"DNUJSJQ6H2AEQK8B","JRTCKXETXF","DNUJSJQ6H2AEQK8B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.584 per  Extra Large Cache node-hour (or partial hour) running Redis","2016-11-01","0","Inf","Hrs","0.5840000000","USD",,,,,"Cache Instance","AmazonElastiCache","South America (Sao Paulo)","AWS Region","cache.m1.xlarge","No","Standard","4","14.6 GiB","High","Redis",,,,"SAE1-NodeUsage:cache.m1.xlarge","CreateCacheCluster:0002"
"B9N9SA4JQSK5VCU8","JRTCKXETXF","B9N9SA4JQSK5VCU8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.103 per  Enhanced Medium Cache node-hour (or partial hour) running Redis","2016-11-01","0","Inf","Hrs","0.1030000000","USD",,,,,"Cache Instance","AmazonElastiCache","EU (Frankfurt)","AWS Region","cache.m3.medium","Yes","Standard","1","2.78 GiB","Moderate","Redis",,,,"EUC1-NodeUsage:cache.m3.medium","CreateCacheCluster:0002"
"77ZT9ZNJ2V5FSFQD","YTVHEVGPBZ","77ZT9ZNJ2V5FSFQD.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.xlarge instance-hours used this month","2016-09-30","0","Inf","Hrs","0.1490000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Frankfurt)","AWS Region","cache.m4.xlarge","Yes","Standard","4","14.28 GiB","High","Memcached",,,,"EUC1-NodeUsage:cache.m4.xlarge","CreateCacheCluster:0001"
"3R7B4Q9QX5SD2B3N","YTVHEVGPBZ","3R7B4Q9QX5SD2B3N.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m3.large instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0960000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Frankfurt)","AWS Region","cache.m3.large","Yes","Standard","2","6.05 GiB","Moderate","Memcached",,,,"EUC1-NodeUsage:cache.m3.large","CreateCacheCluster:0001"
"29H9SEJUHMYKSTAG","VHSX6N8RTZ","29H9SEJUHMYKSTAG.VHSX6N8RTZ.6YS6EN2CT7","Reserved","USD 0.152 per Redis, cache.m2.xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.1520000000","USD",,"3yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.m2.xlarge","No","Memory optimized","2","16.7 GiB","Moderate","Redis",,,,"APN1-NodeUsage:cache.m2.xlarge","CreateCacheCluster:0002"
"FZWWP5KTN7HQC9AZ","VG8YD49WWM","FZWWP5KTN7HQC9AZ.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","423","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m1.medium","No","Standard","1","3.35 GiB","Moderate","Redis",,,,"APS2-NodeUsage:cache.m1.medium","CreateCacheCluster:0002"
"HPVQXPXTW2VU2ECQ","VG8YD49WWM","HPVQXPXTW2VU2ECQ.VG8YD49WWM.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.2xlarge instance-hours used this month","2016-09-30","0","Inf","Hrs","0.1520000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.m4.2xlarge","Yes","Standard","8","29.7 GiB","High","Memcached",,,,"NodeUsage:cache.m4.2xlarge","CreateCacheCluster:0001"
"T5FPUH8Z738TWPAK","JRTCKXETXF","T5FPUH8Z738TWPAK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.180 per Gen Purpose M4.large node hour running Memcached","2016-11-01","0","Inf","Hrs","0.1800000000","USD",,,,,"Cache Instance","AmazonElastiCache","EU (London)","AWS Region","cache.m4.large","Yes","Standard","2","6.42 GiB","Moderate","Memcached",,,,"EUW2-NodeUsage:cache.m4.large","CreateCacheCluster:0001"
"N7KUDUND5DPWUS3D","YTVHEVGPBZ","N7KUDUND5DPWUS3D.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","2164","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.r3.2xlarge","Yes","Memory optimized","8","58.2 GiB","High","Memcached",,,,"USW2-NodeUsage:cache.r3.2xlarge","CreateCacheCluster:0001"
"YJYH7W53Q6M43T55","VG8YD49WWM","YJYH7W53Q6M43T55.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","1438","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.m2.2xlarge","No","Memory optimized","4","33.8 GiB","Moderate","Memcached",,,,"NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0001"
"JA49QGHPJBPYHRPH","YTVHEVGPBZ","JA49QGHPJBPYHRPH.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.r3.xlarge instance-hours used this month","2015-10-31","0","Inf","Hrs","0.1600000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.r3.xlarge","Yes","Memory optimized","4","28.4 GiB","Moderate","Redis",,,,"EU-NodeUsage:cache.r3.xlarge","CreateCacheCluster:0002"
"ZYT495NDFHCD88FN","YTVHEVGPBZ","ZYT495NDFHCD88FN.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","57","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.t2.micro","Yes","Standard","1","0.555 GiB","Low to Moderate","Memcached",,,,"EU-NodeUsage:cache.t2.micro","CreateCacheCluster:0001"
"ZNVUPPP8WB5G4VYJ","VG8YD49WWM","ZNVUPPP8WB5G4VYJ.VG8YD49WWM.6YS6EN2CT7","Reserved","ElastiCache, cache.m3.xlarge instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0930000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m3.xlarge","Yes","Standard","4","13.3 GiB","High","Memcached",,,,"USW2-NodeUsage:cache.m3.xlarge","CreateCacheCluster:0001"
"TUJ442M8CAT5PK4A","KGRZ3REEDN","TUJ442M8CAT5PK4A.KGRZ3REEDN.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","335","USD",,"3yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.m1.medium","No","Standard","1","3.35 GiB","Moderate","Redis",,,,"APN1-NodeUsage:cache.m1.medium","CreateCacheCluster:0002"
"RMZB3DTXFR9CYSEP","VHSX6N8RTZ","RMZB3DTXFR9CYSEP.VHSX6N8RTZ.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","561","USD",,"3yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m1.xlarge","No","Standard","4","14.6 GiB","High","Redis",,,,"EU-NodeUsage:cache.m1.xlarge","CreateCacheCluster:0002"
"BK78TQE8QU3B6PGG","VG8YD49WWM","BK78TQE8QU3B6PGG.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","624","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (Ohio)","AWS Region","cache.m4.large","Yes","Standard","2","6.42 GiB","Moderate","Memcached",,,,"USE2-NodeUsage:cache.m4.large","CreateCacheCluster:0001"
"VUVJN9RXE6BWRMTS","VG8YD49WWM","VUVJN9RXE6BWRMTS.VG8YD49WWM.6YS6EN2CT7","Reserved","Redis, cache.m1.large instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0720000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","South America (Sao Paulo)","AWS Region","cache.m1.large","No","Standard","2","7.1 GiB","Moderate","Redis",,,,"SAE1-NodeUsage:cache.m1.large","CreateCacheCluster:0002"
