"","Location","SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","LeaseContractLength","PurchaseOption","OfferingClass","Product.Family","serviceCode","Location.Type","Instance.Type","Current.Generation","Instance.Family","vCPU","Physical.Processor","Clock.Speed","Memory","Storage","Network.Performance","Processor.Architecture","Storage.Media","Volume.Type","Max.Volume.Size","Max.IOPS.volume","Max.IOPS.Burst.Performance","Max.throughput.volume","Provisioned","Tenancy","EBS.Optimized","Operating.System","License.Model","Group","Group.Description","Transfer.Type","From.Location","From.Location.Type","To.Location","To.Location.Type","usageType","operation","Comments","Dedicated.EBS.Throughput","ECU","Enhanced.Networking.Supported","GPU","Instance.Capacity...10xlarge","Instance.Capacity...16xlarge","Instance.Capacity...2xlarge","Instance.Capacity...32xlarge","Instance.Capacity...4xlarge","Instance.Capacity...8xlarge","Instance.Capacity...large","Instance.Capacity...medium","Instance.Capacity...xlarge","Intel.AVX.Available","Intel.AVX2.Available","Intel.Turbo.Available","Normalization.Size.Factor","Physical.Cores","Pre.Installed.S.W","Processor.Features","serviceName","Region","Endpoint","Protocol"
"1140","Asia Pacific (Tokyo)","BHS2QUHEJXRHUJCS","HU7G6KETJZ","BHS2QUHEJXRHUJCS.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), g2.8xlarge reserved instance applied","2016-10-31",0,Inf,"Hrs",0.84,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","g2.8xlarge","Yes","GPU instance",32,"Intel Xeon E5-2670 (Sandy Bridge)","2.6 GHz","60 GiB","2 x 120 SSD","10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APN1-DedicatedUsage:g2.8xlarge","RunInstances","","","104","",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",64,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1141","Asia Pacific (Tokyo)","CBUXHVASFVP9XKKH","HU7G6KETJZ","CBUXHVASFVP9XKKH.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-05-31",NA,NA,"Quantity",1016,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m3.xlarge","Yes","General purpose",4,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","15 GiB","2 x 40 SSD","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APN1-DedicatedUsage:m3.xlarge","RunInstances","","","13","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1142","Asia Pacific (Tokyo)","JZJAVWP62WEFUVDJ","HU7G6KETJZ","JZJAVWP62WEFUVDJ.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-10-31",NA,NA,"Quantity",3747,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","g2.2xlarge","Yes","GPU instance",8,"Intel Xeon E5-2670 (Sandy Bridge)","2.6 GHz","15 GiB","1 x 60 SSD","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APN1-DedicatedUsage:g2.2xlarge","RunInstances","","","26","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1143","Asia Pacific (Tokyo)","YR67H6NVBRN37HRZ","HU7G6KETJZ","YR67H6NVBRN37HRZ.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), c3.2xlarge reserved instance applied","2015-04-30",0,Inf,"Hrs",0.188,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","c3.2xlarge","Yes","Compute optimized",8,"Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","15 GiB","2 x 80 SSD","High","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APN1-BoxUsage:c3.2xlarge","RunInstances","","","28","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1144","Asia Pacific (Tokyo)","PSF2TQK8WMUGUPYK","HU7G6KETJZ","PSF2TQK8WMUGUPYK.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-04-30",NA,NA,"Quantity",15832,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","d2.8xlarge","Yes","Storage optimized",36,"Intel Xeon E5-2676v3 (Haswell)","2.4 GHz","244 GiB","24 x 2000 HDD","10 Gigabit","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APN1-BoxUsage:d2.8xlarge","RunInstances","","","116","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",64,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1145","Asia Pacific (Tokyo)","7PDK6JSWQQPUNB8J","HU7G6KETJZ","7PDK6JSWQQPUNB8J.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), c3.2xlarge reserved instance applied","2016-10-31",0,Inf,"Hrs",0.207,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","c3.2xlarge","Yes","Compute optimized",8,"Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","15 GiB","2 x 80 SSD","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APN1-DedicatedUsage:c3.2xlarge","RunInstances","","","28","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1146","Asia Pacific (Tokyo)","A7PX9FZFDE7RM2D4","HU7G6KETJZ","A7PX9FZFDE7RM2D4.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-04-30",NA,NA,"Quantity",5963,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","cc2.8xlarge","No","Compute optimized",32,"Intel Xeon E5-2670","2.6 GHz","60.5 GiB","4 x 840","10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APN1-DedicatedUsage:cc2.8xlarge","RunInstances","","","88","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",64,NA,NA,"","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1147","Asia Pacific (Tokyo)","7A24VVDQEZ54FYXU","HU7G6KETJZ","7A24VVDQEZ54FYXU.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-04-30",NA,NA,"Quantity",3958,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","d2.2xlarge","Yes","Storage optimized",8,"Intel Xeon E5-2676v3 (Haswell)","2.4 GHz","61 GiB","6 x 2000 HDD","High","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APN1-BoxUsage:d2.2xlarge","RunInstances","","","28","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1148","Asia Pacific (Tokyo)","DWR66955T8PR7MVP","HU7G6KETJZ","DWR66955T8PR7MVP.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-08-31",NA,NA,"Quantity",99441,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","x1e.32xlarge","Yes","Memory optimized",128,"High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","3,904 GiB","2 x 1,920","25 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APN1-DedicatedUsage:x1e.32xlarge","RunInstances","","14000 Mbps","340","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes",256,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1149","Asia Pacific (Tokyo)","4D63NNEXP2U5F637","HU7G6KETJZ","4D63NNEXP2U5F637.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-02-28",NA,NA,"Quantity",4585,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i3.4xlarge","Yes","Storage optimized",16,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","122 GiB","2 x 1.9 NVMe SSD","Up to 10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APN1-DedicatedUsage:i3.4xlarge","RunInstances","","3500 Mbps","99","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",32,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1150","Asia Pacific (Tokyo)","Y8GW9WFCUZDFMJTD","HU7G6KETJZ","Y8GW9WFCUZDFMJTD.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-04-30",NA,NA,"Quantity",3199,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m4.4xlarge","Yes","General purpose",16,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","64 GiB","EBS only","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APN1-DedicatedUsage:m4.4xlarge","RunInstances","","2000 Mbps","53.5","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",32,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1151","Asia Pacific (Tokyo)","GNEKD47PUMN4FP4J","HU7G6KETJZ","GNEKD47PUMN4FP4J.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-07-31",NA,NA,"Quantity",10223,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","g3.8xlarge","Yes","GPU instance",32,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","244 GiB","EBS only","10 Gigabit","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APN1-BoxUsage:g3.8xlarge","RunInstances","","7000 Mbps","0","Yes",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes",64,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1152","Asia Pacific (Tokyo)","AKQ89V8E78T6H534","HU7G6KETJZ","AKQ89V8E78T6H534.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-04-30",NA,NA,"Quantity",135,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m1.small","No","General purpose",1,"Intel Xeon Family","","1.7 GiB","1 x 160","Low","32-bit or 64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APN1-BoxUsage","RunInstances","","","Variable","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,NA,NA,"","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1153","Asia Pacific (Tokyo)","9NV63R7DWCYRH5HX","HU7G6KETJZ","9NV63R7DWCYRH5HX.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-04-30",NA,NA,"Quantity",2177,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","d2.xlarge","Yes","Storage optimized",4,"Intel Xeon E5-2676v3 (Haswell)","2.4 GHz","30.5 GiB","3 x 2000 HDD","Moderate","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APN1-DedicatedUsage:d2.xlarge","RunInstances","","","14","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1154","Asia Pacific (Tokyo)","9WGMMPEJ6WDEBGCT","HU7G6KETJZ","9WGMMPEJ6WDEBGCT.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-04-30",NA,NA,"Quantity",5873,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i2.2xlarge","No","Storage optimized",8,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","61 GiB","2 x 800 SSD","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APN1-DedicatedUsage:i2.2xlarge","RunInstances","","","27","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1155","Asia Pacific (Tokyo)","WG5EW8HHU7HYBWWP","HU7G6KETJZ","WG5EW8HHU7HYBWWP.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-10-31",NA,NA,"Quantity",297,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m1.medium","No","General purpose",1,"Intel Xeon Family","","3.75 GiB","1 x 410","Moderate","32-bit or 64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APN1-DedicatedUsage:m1.medium","RunInstances","","","2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,NA,NA,"","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1156","Asia Pacific (Tokyo)","FBB5W5WTFXJSNGPN","HU7G6KETJZ","FBB5W5WTFXJSNGPN.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), t2.2xlarge reserved instance applied","2016-10-31",0,Inf,"Hrs",0.189,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","t2.2xlarge","Yes","General purpose",8,"Intel Xeon Family","Up to 3.0 GHz","32 GiB","EBS only","Moderate","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APN1-BoxUsage:t2.2xlarge","RunInstances","","","Variable","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1157","Asia Pacific (Tokyo)","KM8DYQWHEC32CGGX","HU7G6KETJZ","KM8DYQWHEC32CGGX.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), i2.2xlarge reserved instance applied","2015-04-30",0,Inf,"Hrs",0.456,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i2.2xlarge","No","Storage optimized",8,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","61 GiB","2 x 800 SSD","High","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APN1-BoxUsage:i2.2xlarge","RunInstances","","","27","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1158","Asia Pacific (Tokyo)","KSJW8C8DET3EE2R2","HU7G6KETJZ","KSJW8C8DET3EE2R2.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-12-31",NA,NA,"Quantity",1624,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","r3.xlarge","Yes","Memory optimized",4,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","30.5 GiB","1 x 80 SSD","Moderate","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APN1-DedicatedUsage:r3.xlarge","RunInstances","","","13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1159","Asia Pacific (Tokyo)","ZJ2KX94PM48DZWF6","HU7G6KETJZ","ZJ2KX94PM48DZWF6.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), r3.2xlarge reserved instance applied","2015-12-31",0,Inf,"Hrs",0.2,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","r3.2xlarge","Yes","Memory optimized",8,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","61 GiB","1 x 160 SSD","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APN1-DedicatedUsage:r3.2xlarge","RunInstances","","","26","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1160","Asia Pacific (Tokyo)","YCYU3NQCQRYQ2TU7","HU7G6KETJZ","YCYU3NQCQRYQ2TU7.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-12-31",NA,NA,"Quantity",738,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","r3.large","Yes","Memory optimized",2,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","15.25 GiB","1 x 32 SSD","Moderate","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APN1-BoxUsage:r3.large","RunInstances","","","6.5","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",4,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1161","Asia Pacific (Tokyo)","FBB5W5WTFXJSNGPN","HU7G6KETJZ","FBB5W5WTFXJSNGPN.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-10-31",NA,NA,"Quantity",1654,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","t2.2xlarge","Yes","General purpose",8,"Intel Xeon Family","Up to 3.0 GHz","32 GiB","EBS only","Moderate","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APN1-BoxUsage:t2.2xlarge","RunInstances","","","Variable","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1162","Asia Pacific (Tokyo)","KT67QVN7F5EZNBRY","HU7G6KETJZ","KT67QVN7F5EZNBRY.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), r3.8xlarge reserved instance applied","2015-12-31",0,Inf,"Hrs",0.73,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","r3.8xlarge","Yes","Memory optimized",32,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","244 GiB","2 x 320 SSD","10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APN1-DedicatedUsage:r3.8xlarge","RunInstances","","","104","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",64,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1163","Asia Pacific (Tokyo)","TPZKPCAQBPBS7CF8","HU7G6KETJZ","TPZKPCAQBPBS7CF8.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), i3.8xlarge reserved instance applied","2017-02-28",0,Inf,"Hrs",0.952,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i3.8xlarge","Yes","Storage optimized",32,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","244 GiB","4 x 1.9 NVMe SSD","10 Gigabit","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APN1-BoxUsage:i3.8xlarge","RunInstances","","7000 Mbps","7","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",64,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1164","Asia Pacific (Tokyo)","23WE6SFTX588AS7G","HU7G6KETJZ","23WE6SFTX588AS7G.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), cr1.8xlarge reserved instance applied","2016-10-31",0,Inf,"Hrs",0.845,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","cr1.8xlarge","No","Memory optimized",32,"Intel Xeon E5-2670","","244 GiB","2 x 120 SSD","10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APN1-DedicatedUsage:cr1.8xlarge","RunInstances","","","88","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",64,NA,NA,"","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1165","Asia Pacific (Tokyo)","APGTJ6NBJA89PCKZ","HU7G6KETJZ","APGTJ6NBJA89PCKZ.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), i3.large reserved instance applied","2017-02-28",0,Inf,"Hrs",0.059,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i3.large","Yes","Storage optimized",2,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","15.25 GiB","1 x 0.475 NVMe SSD","Up to 10 Gigabit","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APN1-BoxUsage:i3.large","RunInstances","","425 Mbps","13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",4,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1166","Asia Pacific (Tokyo)","R6JJXURJB7XNTUK4","HU7G6KETJZ","R6JJXURJB7XNTUK4.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-03-31",NA,NA,"Quantity",1850,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","r4.2xlarge","Yes","Memory optimized",8,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","61 GiB","EBS only","Up to 10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APN1-DedicatedUsage:r4.2xlarge","RunInstances","","1600 Mbps","53","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1167","Asia Pacific (Tokyo)","6BKDT7UNN25Z7CYZ","HU7G6KETJZ","6BKDT7UNN25Z7CYZ.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-06-30",NA,NA,"Quantity",49713,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","x1.32xlarge","Yes","Memory optimized",128,"High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","1,952 Gib","2 x 1,920","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APN1-DedicatedUsage:x1.32xlarge","RunInstances","","","349","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes",256,NA,NA,"","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1168","Asia Pacific (Tokyo)","BURRP7APFUCZFSZK","HU7G6KETJZ","BURRP7APFUCZFSZK.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-04-30",NA,NA,"Quantity",727,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m4.xlarge","Yes","General purpose",4,"Intel Xeon E5-2676 v3 (Haswell)","2.4  GHz","16 GiB","EBS only","High","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APN1-BoxUsage:m4.xlarge","RunInstances","","750 Mbps","13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1169","Asia Pacific (Tokyo)","T7CGRZ4XENPHVK6D","HU7G6KETJZ","T7CGRZ4XENPHVK6D.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), p2.xlarge reserved instance applied","2017-04-30",0,Inf,"Hrs",0.514,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","p2.xlarge","Yes","GPU instance",4,"Intel Xeon E5-2686 v4 (Broadwell)","","61 GiB","EBS only","High","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APN1-BoxUsage:p2.xlarge","RunInstances","","","12","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
"1170","Asia Pacific (Tokyo)","9QYMVHA549MJZE33","HU7G6KETJZ","9QYMVHA549MJZE33.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-04-30",NA,NA,"Quantity",4354,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","d2.2xlarge","Yes","Storage optimized",8,"Intel Xeon E5-2676v3 (Haswell)","2.4 GHz","61 GiB","6 x 2000 HDD","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APN1-DedicatedUsage:d2.2xlarge","RunInstances","","","28","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-northeast-1","ec2.ap-northeast-1.amazonaws.com","HTTP and HTTPS"
